	size	noverlap	hg_fdr	fej_fdr	ks_fdr
GO:0032102	255	190	7.06666117067677e-132	5.14133607286897e-131	5.76293505898618e-09
GO:0034765	387	136	1.04276230812938e-39	3.58386480820652e-39	0.0027799922847888
GO:0032103	262	109	1.1042396448352e-39	4.49215022509222e-39	0.0029570794746413
GO:0034764	115	56	6.07298394687381e-25	2.88561256847565e-24	0.00137261292160689
GO:0034763	71	60	2.01201378250946e-47	1.6347456630558e-46	0.000684125484309776
GO:0034762	401	143	1.30048450997062e-42	4.55400034595162e-42	0.00161136822725861
GO:0034767	109	55	1.75279294549396e-25	8.60316276733566e-25	0.00475611932444093
GO:0034766	65	56	2.80509630258222e-45	2.36007429900401e-44	0.0020395683025224
GO:0007160	96	24	4.42117434304792e-05	0.000109741413618502	0.209815314350738
GO:0007162	216	146	4.43544014165224e-91	2.92791320546671e-90	7.50596745665419e-06
GO:0007163	122	32	7.74215080383753e-07	2.00872901059178e-06	0.816810366662532
GO:0007169	489	91	2.20519742269725e-08	4.09545717208862e-08	0.0842967576348994
GO:0034754	103	17	0.0429503045882574	0.073189025712174	0.0698701819804376
GO:0007193	70	22	1.80203910689079e-06	5.58115620351664e-06	0.38881014495536
GO:0032147	287	95	1.11936753115712e-25	3.68178084113548e-25	0.0224670390145234
GO:0046777	190	55	1.19204281946596e-12	3.40050947738309e-12	0.0685037983911123
GO:0046782	63	27	4.74625318425129e-11	1.99274700615617e-10	0.0265909669485989
GO:0046794	67	4	1	1	0.0823188111369657
GO:0071496	241	73	1.50366265336606e-17	4.49319164020449e-17	0.1918871335097
GO:0071482	90	24	1.41285381322463e-05	3.7258595354577e-05	0.487354098994253
GO:0071453	113	44	2.198077444543e-15	8.4370423971101e-15	0.502867138660967
GO:0071456	98	42	1.73768581961041e-16	7.29946759236276e-16	0.299249065814579
GO:0071479	58	16	0.000262457392039334	0.000718515155739028	0.567401045745767
GO:0071478	144	37	1.83187210331263e-07	4.66980602753298e-07	0.168743097505026
GO:0010508	83	34	6.48953617426079e-13	2.60539722790628e-12	0.0865492191189386
GO:0010507	61	12	0.0263214280989307	0.0530510144655162	0.318168607111558
GO:0010506	268	70	2.36459404968054e-13	6.15917516404164e-13	0.0501598234967838
GO:0022406	71	28	2.11219939916692e-10	8.14382401392916e-10	0.112852775555646
GO:0022407	386	198	1.4225637233626e-92	7.60289119824448e-92	5.86952354412281e-08
GO:0022408	130	105	8.89283478222777e-79	7.01389942508684e-78	9.83898889143573e-08
GO:0022409	244	110	4.29824973911389e-44	1.90692489142064e-43	0.000643144724270414
GO:0022404	66	20	9.88170524020168e-06	2.94416890036134e-05	0.444188934314196
GO:0022405	66	20	9.88170524020168e-06	2.94416890036134e-05	0.444188934314196
GO:0009411	124	44	1.0348368503328e-13	3.62124736795337e-13	0.154319934301845
GO:0009416	273	82	2.47230057827423e-19	7.34251849977705e-19	0.111091388918692
GO:0009408	84	32	3.07917011323784e-11	1.14503492456567e-10	0.0180420312526636
GO:0010469	119	56	5.07825348837587e-24	2.33879656748563e-23	0.0369851085299013
GO:0010466	245	57	4.5501756942182e-09	1.05325526243311e-08	0.244093627684824
GO:0009451	130	5	1	1	0.627609565123622
GO:0022411	381	48	0.0993379673374693	0.129259767338564	0.639699453524443
GO:0022412	231	66	1.24028240103207e-14	3.50154745731155e-14	0.188960328135379
GO:0034470	397	13	1	1	0.49614154854392
GO:0071417	347	128	6.44727516368437e-40	2.33909096338687e-39	0.000357322123891951
GO:0010498	299	51	0.000287881175876343	0.000493465367926157	0.765162718128685
GO:1900542	200	75	3.23845085393863e-24	1.19224318115507e-23	0.0249371291197449
GO:1900544	125	43	6.62607095316882e-13	2.24839994212463e-12	0.0188451594957544
GO:0046467	116	5	1	1	0.820476715553296
GO:1900543	60	26	8.08636113179949e-11	3.42451743531251e-10	0.26336209377908
GO:0046470	63	6	0.730680270131516	0.88542724551151	0.402420497069724
GO:0046474	192	25	0.159007554976491	0.21814314544763	0.862820471599254
GO:0071407	327	120	3.45245464750304e-37	1.25806237406323e-36	0.0085949676148604
GO:0046486	365	55	0.00326925382667644	0.00497461901208932	0.676198470028971
GO:0034440	76	12	0.109560416184847	0.182126996947189	0.629281232488944
GO:0046488	185	38	3.64090933897495e-05	7.459949184203e-05	0.0643270983280669
GO:0046496	92	5	1	1	0.261259384615639
GO:0046425	136	49	2.0155228649061e-15	7.1236402647132e-15	0.1606395444676
GO:0046427	70	35	1.74610511164789e-16	8.53709601626252e-16	0.0692683950093514
GO:0046434	114	17	0.0944290054199609	0.147498615916579	0.541254412035964
GO:0071593	197	76	2.01592036681598e-25	7.63519771936939e-25	0.000916425027252771
GO:0022604	432	132	1.8326331100438e-31	5.50092495806863e-31	0.00234276302845982
GO:0022600	60	17	0.000117408433829319	0.000330239769881823	0.307759320869648
GO:0022602	77	63	4.9344654718612e-48	3.87939118925466e-47	0.00303990982635152
GO:0009636	115	29	5.952908901084e-06	1.48980976408892e-05	0.327733527348083
GO:0009611	174	72	2.66415256949418e-26	1.08230157090224e-25	0.0168799858412469
GO:0009615	246	90	6.27860511787891e-28	2.26355912037031e-27	0.0450996489324264
GO:0009612	185	62	2.05976022373899e-17	6.79527065563979e-17	0.134492638120501
GO:0010608	441	72	7.03314575038368e-05	0.000115493592669446	0.846105105619186
GO:0009617	245	77	1.72593553222456e-19	5.36334285707558e-19	0.0314193590468391
GO:0034504	135	29	0.000137508167567946	0.000295500925467208	0.0597037275075281
GO:0009566	92	17	0.0158825795899926	0.0299130187767423	0.935937896110784
GO:0010517	59	21	3.10491975429015e-07	1.08530506096746e-06	0.703460270590294
GO:0010522	83	64	7.82036183114369e-46	5.8479832292553e-45	8.25588839593616e-05
GO:0010594	112	65	9.82265619573482e-35	5.49892015701428e-34	0.0177491857760813
GO:0009581	114	22	0.00370509522532153	0.00722963036590384	0.658999144616337
GO:0009583	57	7	0.440061715725559	0.616644202209342	0.895004569781359
GO:0009582	117	22	0.00510970921706307	0.00971584587302277	0.466743639943761
GO:0010565	157	47	1.51724045958978e-11	4.49040915675675e-11	0.34869696499087
GO:0046578	203	45	8.33203014965427e-07	1.84195646545185e-06	0.451700050700487
GO:1900407	67	34	2.67683503080931e-16	1.32118560706003e-15	0.383949254981996
GO:0010595	65	29	2.6618668558005e-12	1.15893540238473e-11	0.177678434253044
GO:0071559	55	25	5.42801183565728e-11	2.39764319369892e-10	0.121002381223755
GO:0034599	147	60	9.46442486175433e-22	3.81033059969783e-21	0.0526004165512442
GO:0007507	183	61	5.03370027305557e-17	1.64230161687498e-16	0.479946275078061
GO:0007517	102	20	0.00464114310046678	0.00921621478956269	0.159529438908553
GO:0007519	50	11	0.015208734809623	0.033865689244777	0.467728048162289
GO:0032526	103	32	1.06421374133415e-08	3.25894331163291e-08	0.676694354703395
GO:0007586	74	1	1	1	0.759298038987416
GO:0007584	157	57	6.68730015985218e-18	2.38737831362578e-17	0.00998593379880302
GO:0007589	68	18	0.000189393296860897	0.000498887648427907	0.47268472551773
GO:0032507	87	29	9.17598393688626e-09	3.01378554791019e-08	0.613390681012722
GO:0032508	78	16	0.00716722309155565	0.0149074914627964	0.665165994294254
GO:0007565	84	33	5.60857004409518e-12	2.1609747118077e-11	0.103292011012155
GO:0007568	236	89	9.64654990722037e-29	3.56012925755909e-28	0.10666369310613
GO:0007569	63	22	2.3681838473398e-07	8.09511460933501e-07	0.0340428642479648
GO:0007498	53	12	0.00894693322257816	0.0205066705327552	0.820476715553296
GO:0032436	72	22	3.03122117643593e-06	9.14306711654048e-06	0.174786562448078
GO:0032434	107	32	2.89929283521353e-08	8.56202511849292e-08	0.159529438908553
GO:0032410	56	48	1.08603516376694e-38	8.99465397898225e-38	0.0026536747103023
GO:0032411	73	29	8.08097550498525e-11	3.13870526615039e-10	0.0996438211212247
GO:0032414	65	27	1.10855883939212e-10	4.51903223056272e-10	0.0870852209592272
GO:0032412	179	82	1.18274074731536e-33	5.27674153325076e-33	0.00446425241236722
GO:0044409	82	24	2.47814758864153e-06	7.16672525021522e-06	0.106252397831682
GO:0032481	69	21	5.497566550386e-06	1.65133113899251e-05	0.358865996255557
GO:0044403	434	81	1.18630213188182e-07	2.2006446223788e-07	0.194383365643367
GO:0032479	110	45	1.20370040136328e-16	4.80908358783946e-16	0.133622434946609
GO:0032465	62	10	0.125821593861111	0.214650642148302	0.629178435189559
GO:0032496	269	129	1.62590241730743e-55	7.61960974215366e-55	2.91680973286383e-05
GO:0007612	131	41	6.75919299148118e-11	2.08889682749088e-10	0.433401830725813
GO:0007613	97	33	4.64392436144624e-10	1.5584085666016e-09	0.166605938716684
GO:0007611	217	70	1.69682124472939e-18	5.37710562362954e-18	0.176873439623411
GO:0007605	132	20	0.0631950112874227	0.0992242758315868	0.618804932571463
GO:0007606	193	10	1	1	0.929779827249775
GO:0007608	154	7	1	1	0.862579833228625
GO:0007623	133	113	9.53605249098621e-90	7.91106291609851e-89	2.32516275751789e-07
GO:0007601	198	34	0.00264388646567105	0.00458701184487929	0.693903876034444
GO:0007631	93	34	2.75406438635845e-11	9.86895739834767e-11	0.255523682333854
GO:0007632	50	14	0.000544198712762018	0.00151302799576667	0.759298038987416
GO:0007626	180	59	3.86150359912282e-16	1.25721376576261e-15	0.143552459031453
GO:0032649	90	59	7.82330783503166e-36	4.98866106891807e-35	2.04859791124921e-05
GO:0032642	67	49	1.97116166211078e-33	1.39696964038698e-32	0.00013757476170571
GO:0019674	55	3	1	1	0.393909124174255
GO:0017015	97	30	3.42785728202138e-08	1.04356264397339e-07	0.267750470142978
GO:0007596	169	49	1.97268586345891e-11	5.64747221956783e-11	0.0340428642479648
GO:0007599	175	50	2.19689826181873e-11	6.20638580077101e-11	0.0597179703205214
GO:0032535	255	55	1.27743406445593e-07	2.73539319661107e-07	0.300810641824651
GO:0009914	78	30	9.66859334231197e-11	3.65063874369513e-10	0.0713085040974043
GO:0009913	91	13	0.172417593117876	0.262071751376476	0.666109689689705
GO:0010906	98	40	6.61389008702338e-15	2.64329080709138e-14	0.0156999471041492
GO:0009952	135	34	9.60460831400891e-07	2.39335433492743e-06	0.458450292972035
GO:0009953	53	12	0.00894693322257816	0.0205066705327552	0.482922296350109
GO:0046902	65	23	9.47853457270079e-08	3.28710470188419e-07	0.471790586823196
GO:0010948	207	62	7.59525285712382e-15	2.24030795518189e-14	0.0940972558350375
GO:0046916	74	18	0.000574683407067852	0.00139842777247174	0.588911293690466
GO:0022904	107	7	1	1	0.536786827910174
GO:0022900	109	7	1	1	0.571833866834017
GO:0046928	50	48	2.183483382613e-44	2.00591729090194e-43	0.000416871349522193
GO:0010927	62	8	0.365119166961337	0.527418536176371	0.658999144616337
GO:0010923	69	11	0.117382129385618	0.197376757218629	0.479745236553836
GO:0010921	107	23	0.000670872899977979	0.00144677701730809	0.314114456368927
GO:0019318	160	26	0.0164085095359006	0.0272692637500558	0.814447293184859
GO:0009991	378	118	4.28729416690472e-29	1.30998560799276e-28	0.0602263535805567
GO:0007338	56	5	0.789652635221504	0.938273211454995	0.983923190660961
GO:0010977	125	59	2.50632623493939e-25	1.15759182931146e-24	0.0319942219764612
GO:0019320	51	5	0.70428941298399	0.879254097740801	0.876293962235241
GO:0010976	227	73	3.66517389232679e-19	1.15776904940553e-18	0.022912263060268
GO:0010975	406	141	1.70602738144368e-40	5.82864476272511e-40	0.00360094082128765
GO:0010970	103	23	0.000381640203489672	0.000852792960368347	0.640166507067737
GO:0007346	427	113	2.25245022468126e-21	5.86855930978379e-21	0.073060459125777
GO:0010959	314	160	7.12580487740287e-74	3.54724679232074e-73	1.19195425561486e-05
GO:0010952	154	53	1.28442208221954e-15	4.35147042912454e-15	0.0294818487028833
GO:0010951	234	54	1.56180434656412e-08	3.59108349941926e-08	0.246991447487752
GO:0010950	139	49	5.3705346857035e-15	1.85756876806475e-14	0.0203277866916482
GO:0009988	61	7	0.517503198350907	0.691541721422266	0.50914816639638
GO:0046854	95	27	1.0877568503649e-06	3.06454758833131e-06	0.131169009440404
GO:0032200	84	27	6.97631425266274e-08	2.2006446223788e-07	0.11097032056362
GO:0032204	68	28	6.42255025529195e-11	2.56156031633068e-10	0.120978531926671
GO:0071806	60	3	1	1	0.987397216255832
GO:0071804	149	13	0.86644113259292	0.94812842688383	0.376536371930309
GO:0071805	149	13	0.86644113259292	0.94812842688383	0.376536371930309
GO:0007264	362	58	0.000578615876094073	0.000936742966959137	0.700775362839958
GO:0007268	322	80	8.07144033485136e-14	1.99102892850121e-13	0.0953852446591542
GO:0007265	143	31	6.75573387850999e-05	0.000146290218930396	0.358034260054709
GO:0007266	50	10	0.0376610554396762	0.0774018435742256	0.393502968647184
GO:0007269	55	43	1.578648933009e-31	1.19662051456652e-30	0.00641513060464242
GO:0019233	52	20	1.40152979863221e-07	5.29865336319532e-07	0.649673227640204
GO:0009896	324	100	2.28650450538277e-24	6.96751906403325e-24	0.0829234942547341
GO:0009895	143	59	1.09518954333018e-21	4.44604005898944e-21	0.0430179188914624
GO:0046879	67	28	4.2397275920367e-11	1.73822940471636e-10	0.0526004165512442
GO:0007229	81	21	7.6113981331674e-05	0.00019595854513101	0.680213138441173
GO:0046883	249	133	1.55041605985203e-64	8.09088467697357e-64	5.20359550594006e-07
GO:0019221	459	139	1.16140936404009e-32	3.46944799250266e-32	0.045068154660593
GO:0019229	58	22	4.34969726120378e-08	1.61196203453034e-07	0.589295122793693
GO:0071826	199	11	1	1	0.44396262381416
GO:0046887	116	57	1.28481288345118e-25	6.17704146962197e-25	0.00342125218058045
GO:0007249	59	17	9.34889403966982e-05	0.000267252432821681	0.40483164512544
GO:0046888	65	62	1.06159443058294e-56	9.88643894308117e-56	5.76582627850671e-05
GO:0046889	62	31	9.57275488741371e-15	4.67562603169643e-14	0.0416160199992243
GO:0046890	130	54	4.22729755750584e-20	1.72765043060887e-19	0.0429334020489039
GO:0019216	279	105	1.04033587074942e-33	3.8301229218517e-33	0.0206380616753315
GO:0071824	208	24	0.364561463489115	0.456951164713512	0.546104077484456
GO:0019218	76	30	4.59126262567508e-11	1.78085081199533e-10	0.191278219993366
GO:0019217	78	28	2.56911784035438e-09	9.11109936453302e-09	0.311144096200745
GO:0046824	112	57	1.34268582340345e-26	6.66349072154841e-26	0.00634319181706783
GO:0046822	207	123	6.67316215126802e-67	3.87352648350523e-66	7.50596745665419e-06
GO:0046823	67	66	2.56876039454128e-63	2.47041345521008e-62	1.08390459664852e-06
GO:0032233	50	22	1.70661721444681e-09	7.37371426735277e-09	0.149654989562334
GO:0007270	51	19	5.20522156952354e-07	1.90654644609734e-06	0.502867138660967
GO:0032231	79	36	2.52780070655453e-15	1.12727099519406e-14	0.0631929160164707
GO:0007272	69	13	0.0291378777987148	0.0563752764787156	0.727815582505284
GO:0007276	407	73	2.36024891932722e-06	4.24129785080994e-06	0.0600246435521503
GO:0046834	107	28	4.02843593286353e-06	1.04764860932564e-05	0.253381053575441
GO:0007281	137	42	8.10146207148192e-11	2.45897831826939e-10	0.602371201193765
GO:0007286	74	18	0.000574683407067852	0.00139842777247174	0.888677607156896
GO:0007283	371	66	9.59386411087979e-06	1.70687069624688e-05	0.0597179703205214
GO:0022898	184	86	4.51412724856911e-36	2.07293861928611e-35	0.00274475110615112
GO:0044283	415	39	0.839692712892602	0.898966926202655	0.504333651265633
GO:0044282	329	29	0.924827278093782	0.975979902560693	0.951406979585558
GO:0071897	126	28	9.75036905535581e-05	0.000216236591489359	0.413510688442202
GO:0032271	178	40	2.40342697649741e-06	5.35929337854769e-06	0.126558142355845
GO:0032272	59	9	0.183353002288955	0.300540077633478	0.139384814479871
GO:0032273	91	25	5.33617965471401e-06	1.45021826371826e-05	0.515991946575689
GO:0032259	291	22	1	1	0.907078196240591
GO:0044236	96	17	0.0235117669853966	0.0425944999973368	0.939610270660283
GO:0044243	71	9	0.366412147813225	0.519068213637974	0.965097616087287
GO:0044242	161	19	0.35643528794344	0.458347287219311	0.872252642663931
GO:0044259	80	11	0.240255331963997	0.358045228954465	0.782036065208851
GO:0044262	144	17	0.370360543724598	0.479920130121343	0.918580361187925
GO:0044264	68	9	0.318432222173269	0.464914416250917	0.980036100494017
GO:0044270	391	39	0.689989063444843	0.761444346156937	0.562555543494738
GO:0044272	200	15	1	1	0.814447293184859
GO:0007411	194	40	2.07696855504051e-05	4.26793271321962e-05	0.156278343892875
GO:0007409	113	26	9.50696797631985e-05	0.000217922530599751	0.44213727185735
GO:0007420	183	51	3.72579056199492e-11	1.02679265198218e-10	0.184388156521306
GO:0007423	108	22	0.00183677659420007	0.00375304577378653	0.847985730981016
GO:0007416	70	14	0.0146423081208861	0.029789996680616	0.442871106920634
GO:0007417	117	21	0.0105289351794253	0.0192595238339342	0.300687695672146
GO:0019439	398	40	0.669579771224865	0.741873992147452	0.632411155058631
GO:0032409	197	92	1.69238136726322e-38	7.81065485907535e-38	0.00373446256069911
GO:0019362	92	5	1	1	0.261259384615639
GO:0007389	353	77	2.11219939916692e-10	4.56512353909396e-10	0.453842671485161
GO:0034976	191	46	4.78810155546276e-08	1.15058400282808e-07	0.451551974822073
GO:0034968	66	8	0.437388406159755	0.602234608803637	0.612193391543267
GO:0007368	64	10	0.14661436328588	0.243484544764481	0.929907936783813
GO:0032370	52	25	1.19525562392392e-11	5.60830702895445e-11	0.218282169299795
GO:0046939	63	3	1	1	0.390298312774867
GO:0032368	97	49	7.40498425254844e-23	3.65148379028094e-22	0.00634760506744417
GO:0046942	263	49	4.15533936951598e-05	7.7115007894607e-05	0.720445751060049
GO:0019395	75	12	0.101442842110346	0.170925009986329	0.520734346852222
GO:0032355	122	47	3.8987673301451e-16	1.48330833339031e-15	0.0715435795868699
GO:0007399	309	49	0.00192256266282185	0.00306446304868779	0.645290217445158
GO:0071901	121	55	1.04973537132886e-22	4.64750576115224e-22	0.0436867347216621
GO:0071902	292	99	1.25391736733477e-27	4.175348721243e-27	0.0497977992662681
GO:0071900	462	157	9.22847817956064e-44	3.0666200358887e-43	0.000506786340055558
GO:0032392	88	18	0.00453393513891875	0.00936533126666995	0.862579833228625
GO:0032388	288	96	3.48202621122933e-26	1.14342192279464e-25	0.02039636519265
GO:0032386	491	229	1.50010861343828e-96	7.09706409509959e-96	2.17079060821215e-05
GO:0032387	112	109	8.69756150404419e-103	8.26387558760884e-102	4.05253051853627e-06
